Assembly,Order,Family,Genus,Species,Release_Date
GCF_003867355.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Khlen,2020-05-15T16:29:20.953Z
GCF_003867175.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Clickz,2020-05-15T16:29:12.923Z
GCF_003867095.1,Caudovirales,Siphoviridae,Liebevirus,Arthrobacter virus Liebe,2020-05-15T16:29:04.837Z
GCF_003865715.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus kpssk3,2020-05-15T16:28:56.847Z
GCF_003865695.1,Caudovirales,Siphoviridae,Murrayvirus,Salmonella virus Lumpael,2020-05-15T16:28:48.773Z
GCF_003865675.1,Caudovirales,Podoviridae,Skarprettervirus,Escherichia virus Skarpretter,2020-05-15T16:28:41.093Z
GCF_003865535.1,Caudovirales,Autographiviridae,Wanjuvirus,Pectobacterium virus Arno160,2020-05-15T16:28:32.600Z
GCF_003865515.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus Seafire,2020-05-15T16:28:24.907Z
GCF_003865495.1,Caudovirales,Myoviridae,Citexvirus,Pseudomonas virus Dobby,2020-05-15T16:28:17.497Z
GCF_003865455.1,Caudovirales,Autographiviridae,Berlinvirus,Yersinia virus PYPS50,2020-05-15T16:28:09.643Z
GCF_003864175.1,Caudovirales,Podoviridae,Rosenblumvirus,Staphylococcus virus Pabna,2020-05-15T16:28:00.390Z
GCF_003861695.1,Caudovirales,Myoviridae,Aokuangvirus,Synechococcus virus SCBWM1,2020-05-15T16:27:52.743Z
GCF_003861675.1,Caudovirales,Autographiviridae,Berlinvirus,Salmonella virus BSP161,2020-05-15T16:27:45.353Z
GCF_003764565.1,Caudovirales,Autographiviridae,Kotilavirus,Pectobacterium virus PPWS2,2020-05-15T16:27:29.303Z
GCF_003722615.1,Caudovirales,Siphoviridae,Goodmanvirus,Microbacterium virus Goodman,2020-05-15T16:27:13.923Z
GCF_003692555.1,Caudovirales,Siphoviridae,Coralvirus,Arthrobacter virus Kepler,2020-05-15T16:27:06.230Z
GCF_003692535.1,Caudovirales,Siphoviridae,Coralvirus,Arthrobacter virus Coral,2020-05-15T16:26:58.263Z
GCF_003692515.1,Caudovirales,Siphoviridae,Andrewvirus,Arthrobacter virus Andrew,2020-05-15T16:26:49.977Z
GCF_003692475.1,Caudovirales,Siphoviridae,Yangvirus,Arthobacter virus Yang,2020-05-15T16:26:42.070Z
GCF_003692375.1,Caudovirales,Siphoviridae,Bridgettevirus,Arthrobacter virus Peas,2020-05-15T16:26:33.900Z
GCF_003692235.1,Caudovirales,Siphoviridae,Bridgettevirus,Arthrobacter virus Judy,2020-05-15T16:26:25.430Z
GCF_003692175.1,Caudovirales,Siphoviridae,Bridgettevirus,Arthrobacter virus Eileen,2020-05-15T16:26:17.500Z
GCF_003692155.1,Caudovirales,Siphoviridae,Manhattanvirus,Arthrobacter virus DrManhattan,2020-05-15T16:26:08.517Z
GCF_003692075.1,Caudovirales,Siphoviridae,Bridgettevirus,Arthrobacter virus Constance,2020-05-15T16:25:58.990Z
GCF_003692035.1,Caudovirales,Siphoviridae,Bridgettevirus,Arthrobacter virus Bridgette,2020-05-15T16:25:50.523Z
GCF_003691935.1,Caudovirales,Siphoviridae,Armstrongvirus,Microbacterium virus Armstrong,2020-05-15T16:25:42.260Z
GCF_003691795.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus STG2,2020-05-15T16:25:34.363Z
GCF_003668315.1,Caudovirales,Herelleviridae,Schiekvirus,Enterococcus virus EfV12,2020-05-15T16:25:18.063Z
GCF_003668295.1,Caudovirales,Demerecviridae,Novosibvirus,Proteus virus Stubb,2020-05-15T16:25:08.927Z
GCF_003665805.1,Caudovirales,Herelleviridae,Harbinvirus,Lactobacillus virus Bromius,2020-05-15T16:25:01.017Z
GCF_003665765.1,Caudovirales,Herelleviridae,Harbinvirus,Lactobacillus virus Iacchus,2020-05-15T16:24:52.693Z
GCF_003614115.1,Caudovirales,Siphoviridae,Getalongvirus,Gordonia virus Getalong,2020-05-15T16:24:45.043Z
GCF_003613975.1,Caudovirales,Autographiviridae,Teseptimavirus,Enterobacteria virus IME390,2020-05-15T16:24:37.473Z
GCF_003613955.1,Caudovirales,Autographiviridae,Friunavirus,Acinetobacter virus Aci08,2020-05-15T16:24:29.187Z
GCF_003613915.1,Caudovirales,Myoviridae,Saclayvirus,Acinetobacter virus Aci05,2020-05-15T16:24:20.807Z
GCF_003613675.1,Caudovirales,Autographiviridae,Teseptimavirus,Escherichia virus C5,2020-05-15T16:24:12.237Z
GCF_003613655.1,Caudovirales,Autographiviridae,Teseptimavirus,Escherichia virus N30,2020-05-15T16:24:04.437Z
GCF_003613635.1,Caudovirales,Myoviridae,Salmondvirus,Dickeya virus JA11,2020-05-15T16:23:55.627Z
GCF_003613395.1,Caudovirales,Autographiviridae,Friunavirus,Acinetobacter virus Aci07,2020-05-15T16:23:46.150Z
GCF_003613375.1,Caudovirales,Myoviridae,Saclayvirus,Acinetobacter virus Aci02-2,2020-05-15T16:23:37.790Z
GCF_003613355.1,Caudovirales,Myoviridae,Saclayvirus,Acinetobacter virus Aci01-1,2020-05-15T16:23:29.373Z
GCF_003613335.1,Caudovirales,Myoviridae,Wifcevirus,Escherichia virus FEC19,2020-05-15T16:23:21.350Z
GCF_003613215.1,Caudovirales,Siphoviridae,Raleighvirus,Streptomyces virus Darolandstone,2020-05-15T16:23:13.180Z
GCF_003601515.1,Caudovirales,Autographiviridae,Kayfunavirus,Escherichia virus IMM002,2020-05-15T16:23:05.463Z
GCF_003601415.1,Caudovirales,Siphoviridae,Juiceboxvirus,Corynebacterium virus Juicebox,2020-05-15T16:22:56.973Z
GCF_003601335.1,Caudovirales,Siphoviridae,Samwavirus,Corynebacterium virus SamW,2020-05-15T16:22:48.157Z
GCF_003601255.1,Caudovirales,Siphoviridae,Gillianvirus,Microbacterium virus OneinaGillian,2020-05-15T16:22:39.127Z
GCF_003600665.1,Caudovirales,Podoviridae,Giessenvirus,Escherichia virus C1302,2020-05-15T16:22:30.507Z
GCF_003575745.1,Caudovirales,Drexlerviridae,Tlsvirus,Citrobacter virus Sazh,2020-05-15T16:22:13.643Z
GCF_003575725.1,Caudovirales,Autographiviridae,Vectrevirus,Escherichia virus LL11,2020-05-15T16:22:03.763Z
GCF_003575705.1,Caudovirales,Autographiviridae,Teetrevirus,Escherichia virus LL2,2020-05-15T16:21:55.357Z
GCF_003575665.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus Sw2,2020-05-15T16:21:46.217Z
GCF_003575485.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Nobby,2020-05-15T16:21:37.933Z
GCF_003575465.1,Caudovirales,Autographiviridae,Aarhusvirus,Dickeya virus Mysterion,2020-05-15T16:21:30.500Z
GCF_003575425.1,Caudovirales,Autographiviridae,Aarhusvirus,Dickeya virus Luksen,2020-05-15T16:21:22.980Z
GCF_003575405.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Lelidair,2020-05-15T16:21:14.657Z
GCF_003575385.1,Caudovirales,Autographiviridae,Aarhusvirus,Dickeya virus Katbat,2020-05-15T16:21:07.350Z
GCF_003575365.1,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium virus Gaspode,2020-05-15T16:20:59.417Z
GCF_003571865.1,Caudovirales,Autographiviridae,Kalppathivirus,Curvibacter virus P26059B,2020-05-15T16:20:51.527Z
GCF_003568515.1,Caudovirales,Myoviridae,Alexandravirus,Dickeya virus AD1,2020-05-15T16:20:43.520Z
GCF_003568475.1,Caudovirales,Myoviridae,Salmondvirus,Dickeya virus JA29,2020-05-15T16:20:34.703Z
GCF_003568435.1,Caudovirales,Autographiviridae,Ningirsuvirus,Dickeya virus JA10,2020-05-15T16:20:26.617Z
GCF_003443335.1,Caudovirales,Myoviridae,Tamkungvirus,Synechococcus virus ST4,2020-05-15T16:20:02.003Z
GCF_003443315.1,Caudovirales,Siphoviridae,Bertelyvirus,Caulobacter virus CcrSC,2020-05-15T16:19:52.593Z
GCF_003443295.1,Caudovirales,Siphoviridae,Bertelyvirus,Caulobacter virus CcrBL9,2020-05-15T16:19:44.527Z
GCF_003443275.1,Caudovirales,Siphoviridae,Colossusvirus,Caulobacter virus CcrPW,2020-05-15T16:19:36.647Z
GCF_003443255.1,Caudovirales,Siphoviridae,Poindextervirus,Caulobacter virus CcrBL10,2020-05-15T16:19:27.973Z
GCF_003443235.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus NJR15,2020-05-15T16:19:19.500Z
GCF_003443195.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus NJS2,2020-05-15T16:19:11.477Z
GCF_003443175.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus TAH8,2020-05-15T16:19:03.033Z
GCF_003443075.1,Caudovirales,Demerecviridae,Pogseptimavirus,Vibrio virus PG07,2020-05-15T16:18:55.497Z
GCF_003442955.1,Caudovirales,Siphoviridae,Phistoryvirus,Gordonia virus Phistory,2020-05-15T16:18:48.037Z
GCF_003442775.1,Caudovirales,Siphoviridae,Horusvirus,Gordonia virus Horus,2020-05-15T16:18:39.127Z
GCF_003442115.1,Caudovirales,Siphoviridae,Neferthenavirus,Microbacterium virus Neferthena,2020-05-15T16:18:31.217Z
GCF_003441495.1,Ligamenvirales,Lipothrixviridae,Alphalipothrixvirus,Alphalipothrixvirus SFV1,2020-05-15T16:18:17.943Z
GCF_003441375.1,Caudovirales,Autographiviridae,Maculvirus,Vibrio virus KF2,2020-05-15T16:18:09.340Z
GCF_003441355.1,Caudovirales,Autographiviridae,Maculvirus,Vibrio virus KF1,2020-05-15T16:17:54.197Z
GCF_003423285.1,Caudovirales,Autographiviridae,Scottvirus,Sphingomonas virus Scott,2020-05-15T16:17:07.540Z
GCF_003423265.1,Caudovirales,Siphoviridae,Ronaldovirus,Gordonia virus Ronaldo,2020-05-15T16:16:59.823Z
GCF_003423245.1,Caudovirales,Siphoviridae,Ronaldovirus,Gordonia virus Fryberger,2020-05-15T16:16:51.990Z
GCF_003369305.1,Caudovirales,Autographiviridae,Igirivirus,Synechococcus STIP37,2020-05-15T16:16:44.657Z
GCF_003369165.1,Caudovirales,Autographiviridae,Kayfunavirus,Shigella virus SFPH2,2020-05-15T16:16:36.997Z
GCF_003368825.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus NJS1,2020-05-15T16:16:29.300Z
GCF_003368725.1,Caudovirales,Autographiviridae,Kayfunavirus,Escherichia virus Vec13,2020-05-15T16:16:21.653Z
GCF_003367055.1,Caudovirales,Siphoviridae,Lentavirus,Eggerthella virus PMBT5,2020-05-15T16:16:13.410Z
GCF_003366935.1,Caudovirales,Siphoviridae,Daredevilvirus,Gordonia virus DareDevil,2020-05-15T16:16:06.043Z
GCF_003366875.1,Caudovirales,Siphoviridae,Quhwahvirus,Microbacterium phage KaiHaiDragon,2020-05-15T16:15:58.053Z
GCF_003365895.1,Caudovirales,Siphoviridae,Ruthyvirus,Gordonia virus Ruthy,2020-05-15T16:15:49.560Z
GCF_003365615.1,Caudovirales,Siphoviridae,Apricotvirus,Gordonia virus Apricot,2020-05-15T16:15:41.247Z
GCF_003365275.1,Caudovirales,Siphoviridae,Edenvirus,Microbacterium virus Eden,2020-05-15T16:15:31.673Z
GCF_003344985.1,Caudovirales,Myoviridae,Wellingtonvirus,Erwinia virus Wellington,2020-05-15T16:15:21.280Z
GCF_003344325.1,Caudovirales,Myoviridae,Thaumasvirus,Synechococcus virus STIM4,2020-05-15T16:15:13.397Z
GCF_003342575.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus IME321,2020-05-15T16:15:05.743Z
GCF_003342415.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S124,2020-05-15T16:14:55.547Z
GCF_003342315.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S147,2020-05-15T16:14:47.607Z
GCF_003342215.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S133,2020-05-15T16:14:39.867Z
GCF_003342195.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S132,2020-05-15T16:14:31.407Z
GCF_003342175.1,Caudovirales,Demerecviridae,Tequintavirus,Salmonella virus S131,2020-05-15T16:14:23.990Z
GCF_003342135.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S126,2020-05-15T16:14:16.130Z
GCF_003342035.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S116,2020-05-15T16:14:08.490Z
GCF_003341995.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S114,2020-05-15T16:14:01.143Z
GCF_003341975.1,Caudovirales,Demerecviridae,Epseptimavirus,Salmonella virus S113,2020-05-15T16:13:53.570Z
GCF_003341475.1,Caudovirales,Autographiviridae,Teseptimavirus,Salmonella virus 3A8767,2020-05-15T16:13:46.500Z
GCF_003341435.1,Caudovirales,Podoviridae,Shizishanvirus,Pseudomonas virus phCDa,2020-05-15T16:13:38.950Z
GCF_003341035.1,Caudovirales,Autographiviridae,Foetvirus,Escherichia virus SRT7,2020-05-15T16:13:31.650Z
GCF_003323775.1,Caudovirales,Drexlerviridae,Tunavirus,Shigella virus Sfin1,2020-05-15T16:12:55.147Z
GCF_003308855.1,Caudovirales,Autographiviridae,Pifdecavirus,Pseudomonas virus PFP1,2020-05-15T16:12:46.810Z
GCF_003308575.1,Caudovirales,Drexlerviridae,Tunavirus,Escherichia virus BIFF,2020-05-15T16:12:39.150Z
GCF_003308555.1,Caudovirales,Myoviridae,Alexandravirus,Erwinia virus Alexandra,2020-05-15T16:12:31.337Z
GCF_003308535.1,Caudovirales,Myoviridae,Phapecoctavirus,Klebsiella virus ZCKP1,2020-05-15T16:12:23.607Z
GCF_003308215.1,Caudovirales,Siphoviridae,Quhwahvirus,Microbacterium phage Quhwah,2020-05-15T16:12:10.397Z
GCF_003308195.1,Caudovirales,Siphoviridae,Zetavirus,Microbacterium virus Zeta1847,2020-05-15T16:12:02.503Z
GCF_003308155.1,Caudovirales,Siphoviridae,Trinevirus,Gordonia virus Trine,2020-05-15T16:11:54.357Z
GCF_003308055.1,Caudovirales,Siphoviridae,Terapinvirus,Gordonia virus Suzy,2020-05-15T16:11:46.937Z
GCF_003308035.1,Caudovirales,Siphoviridae,Metamorphoovirus,Microbacterium virus RobsFeet,2020-05-15T16:11:39.243Z
GCF_003307875.1,Caudovirales,Siphoviridae,Metamorphoovirus,Microbacterium virus Metamorphoo,2020-05-15T16:11:31.423Z
GCF_003307855.1,Caudovirales,Siphoviridae,Mementomorivirus,Microbacterium virus MementoMori,2020-05-15T16:11:22.840Z
GCF_003307815.1,Caudovirales,Siphoviridae,Krampusvirus,Microbacterium virus Krampus,2020-05-15T16:11:14.797Z
GCF_003307595.1,Caudovirales,Drexlerviridae,Tlsvirus,Escherichia virus LL5,2020-05-15T16:11:06.843Z
GCF_003307575.1,Caudovirales,Autographiviridae,Berlinvirus,Escherichia virus S523,2020-05-15T16:10:59.490Z
GCF_003288535.1,Caudovirales,Myoviridae,Heilongjiangvirus,Lactobacillus virus Lb,2020-05-15T16:10:52.193Z
GCF_003288515.1,Caudovirales,Autographiviridae,Stompelvirus,Ralstonia virus RPSC1,2020-05-15T16:10:44.530Z
GCF_003226655.1,Caudovirales,Autographiviridae,Pijolavirus,Pseudomonas virus PspYZU08,2020-05-15T16:10:36.723Z
GCF_003203715.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus SHKp152234,2020-05-15T16:10:28.947Z
GCF_003183765.1,Caudovirales,Demerecviridae,Tequintavirus,Escherichia virus Gostya9,2020-05-15T16:10:21.350Z
GCF_003183745.1,Caudovirales,Chaseviridae,Faunusvirus,Erwinia virus Faunus,2020-05-15T16:10:13.517Z
GCF_003183625.1,Caudovirales,Siphoviridae,Rogerhendrixvirus,Microbacterium virus Hendrix,2020-05-15T16:10:05.240Z
GCF_003183345.1,Caudovirales,Siphoviridae,Quhwahvirus,Microbacterium phage Paschalis,2020-05-15T16:09:57.257Z
GCF_003183145.1,Caudovirales,Siphoviridae,Squashvirus,Microbacterium virus Squash,2020-05-15T16:09:49.357Z
GCF_003182965.1,Caudovirales,Siphoviridae,Squashvirus,Microbacterium virus Hyperion,2020-05-15T16:09:31.667Z
GCF_003182885.1,Caudovirales,Siphoviridae,Appavirus,Microbacterium virus Appa,2020-05-15T16:09:24.193Z
GCF_003181275.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus KP32,2020-05-15T16:09:17.093Z
GCF_003181255.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus KP32,2020-05-15T16:09:09.880Z
GCF_003181235.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus KP32,2020-05-15T16:09:02.393Z
GCF_003181215.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus KP32,2020-05-15T16:08:54.670Z
GCF_003147045.1,Caudovirales,Autographiviridae,Phikmvvirus,Pseudomonas virus 15pyo,2020-05-15T16:08:46.763Z
GCF_003143375.1,Caudovirales,Autographiviridae,Aerosvirus,Aeromonas virus 25AhydR2PP,2020-05-15T16:08:38.613Z
GCF_003143215.1,Caudovirales,Autographiviridae,Pifdecavirus,Pseudomonas virus 22PfluR64PP,2020-05-15T16:08:28.377Z
GCF_003094335.1,Caudovirales,Autographiviridae,Ningirsuvirus,Dickeya virus Ninurta,2020-05-15T16:08:19.960Z
GCF_003094295.1,Caudovirales,Autographiviridae,Jarilovirus,Pectobacterium virus Jarilo,2020-05-15T16:08:11.703Z
GCF_003094275.1,Caudovirales,Myoviridae,Carpasinavirus,Xanthomonas virus Carpasina,2020-05-15T16:08:03.003Z
GCF_003094255.1,Caudovirales,Autographiviridae,Aarhusvirus,Dickeya virus Dagda,2020-05-15T16:07:55.370Z
GCF_003094075.1,Caudovirales,Drexlerviridae,Tunavirus,Escherichia virus IME18,2020-05-15T16:07:39.593Z
GCF_003094055.1,Caudovirales,Podoviridae,Kelquatrovirus,Burkholderia virus KL4,2020-05-15T16:07:31.940Z
GCF_003094015.1,Caudovirales,Autographiviridae,Uliginvirus,Pseudomonas virus Alpheus,2020-05-15T16:07:23.960Z
GCF_003093995.1,Caudovirales,Autographiviridae,Uliginvirus,Pseudomonas virus Achelous,2020-05-15T16:07:16.343Z
GCF_003093975.1,Caudovirales,Autographiviridae,Uliginvirus,Pseudomonas virus Nerthus,2020-05-15T16:07:08.607Z
GCF_003093955.1,Caudovirales,Autographiviridae,Uliginvirus,Pseudomonas virus Njord,2020-05-15T16:07:00.400Z
GCF_003059785.1,Caudovirales,Autographiviridae,Phikmvvirus,Pseudomonas virus 130-113,2020-05-15T16:06:52.743Z
GCF_003059655.1,Caudovirales,Autographiviridae,Phikmvvirus,Pseudomonas virus PAXYB1,2020-05-15T16:06:45.260Z
GCF_003047835.1,Caudovirales,Autographiviridae,Pienvirus,Yersinia virus R8-01,2020-05-15T16:06:37.820Z
GCF_003044105.1,Caudovirales,Demerecviridae,Shenzhenvirus,Aeromonas virus AhSzw1,2020-05-15T16:06:30.030Z
GCF_003034595.1,Caudovirales,Herelleviridae,Baoshanvirus,Staphylococcus virus BS2,2020-05-15T16:06:14.523Z
GCF_003031035.1,Caudovirales,Drexlerviridae,Tlsvirus,Salmonella virus PHB07,2020-05-15T16:06:06.753Z
GCF_003031025.1,Caudovirales,Autographiviridae,Gyeongsanvirus,Ralstonia virus RsoP1EGY,2020-05-15T16:05:57.943Z
GCF_003023925.1,Caudovirales,Herelleviridae,Baoshanvirus,Staphylococcus virus BS1,2020-05-15T16:05:48.660Z
GCF_003023915.1,Caudovirales,Autographiviridae,Drulisvirus,Klebsiella virus myPSH1235,2020-05-15T16:05:39.833Z
GCF_003012505.1,Haloruvirales,Pleolipoviridae,Betapleolipovirus,Haloarcula hispanica pleomorphic virus 4,2020-05-15T16:05:32.390Z
GCF_002997865.1,Caudovirales,Autographiviridae,Teseptimavirus,Escherichia virus Ebrios,2020-05-15T16:05:24.073Z
GCF_002997375.1,Caudovirales,Autographiviridae,Panjvirus,Salmonella virus Spp16,2020-05-15T16:05:15.143Z
GCF_002991165.1,Caudovirales,Autographiviridae,Teseptimavirus,Yersinia virus YpsPG,2020-05-15T16:05:07.440Z
GCF_002991125.1,Caudovirales,Autographiviridae,Teseptimavirus,Yersinia virus YpPY,2020-05-15T16:04:58.700Z
GCF_002990945.1,Caudovirales,Drexlerviridae,Warwickvirus,Escherichia virus SECphi27,2020-05-15T16:04:50.580Z
GCF_002990805.1,Caudovirales,Autographiviridae,Helsettvirus,Yersinia virus fPS54ocr,2020-05-15T16:04:41.503Z
GCF_002990765.1,Caudovirales,Autographiviridae,Helsettvirus,Yersinia virus fPS53,2020-05-15T16:04:33.973Z
GCF_002990725.1,Caudovirales,Autographiviridae,Helsettvirus,Yersinia virus fPS59,2020-05-15T16:04:26.010Z
GCF_002990525.1,Caudovirales,Autographiviridae,Helsettvirus,Yersinia virus fPS9,2020-05-15T16:04:18.260Z
GCF_002990265.1,Caudovirales,Autographiviridae,Kirikabuvirus,Pseudomonas virus NV3,2020-05-15T16:04:09.867Z
GCF_002990235.1,Caudovirales,Ackermannviridae,Taipeivirus,Klebsiella virus KpS110,2020-05-15T16:04:02.517Z
GCF_002990195.1,Caudovirales,Siphoviridae,Maenadvirus,Lactobacillus virus Maenad,2020-05-15T16:03:54.943Z
GCF_002990175.1,Caudovirales,Autographiviridae,Higashivirus,Ralstonia virus RsoP1IDN,2020-05-15T16:03:46.290Z
GCF_002989995.1,Caudovirales,Autographiviridae,Drulisvirus,Shigella virus SFN6B,2020-05-15T16:03:37.600Z
GCF_002989875.1,Haloruvirales,Pleolipoviridae,Betapleolipovirus,Haloarcula hispanica pleomorphic virus 3,2020-05-15T16:03:30.150Z
GCF_002958915.1,Caudovirales,Autographiviridae,Kayfunavirus,Escherichia virus YZ1,2020-05-15T16:03:16.547Z
GCF_002958905.1,Caudovirales,Herelleviridae,Harbinvirus,Lactobacillus virus Semele,2020-05-15T16:03:08.167Z
GCF_002958895.1,Caudovirales,Siphoviridae,Lenusvirus,Lactobacillus virus Nyseid,2020-05-15T16:02:57.813Z
GCF_002958875.1,Caudovirales,Herelleviridae,Harbinvirus,Lactobacillus virus Bacchae,2020-05-15T16:02:49.163Z
GCF_002958515.1,Caudovirales,Autographiviridae,Teseptimavirus,Escherichia virus HZ2R8,2020-05-15T16:02:41.140Z
GCF_002958455.1,Caudovirales,Autographiviridae,Ghunavirus,Pseudomonas virus Henninger,2020-05-15T16:02:32.613Z
GCF_002958405.1,Caudovirales,Siphoviridae,Montyvirus,Gordonia virus Stevefrench,2020-05-15T16:02:25.700Z
GCF_002958395.1,Caudovirales,Siphoviridae,Montyvirus,Gordonia virus Flakey,2020-05-15T16:02:18.297Z
GCF_002958375.1,Caudovirales,Autographiviridae,Vectrevirus,Citrobacter CrRp3,2020-05-15T16:02:10.457Z
GCF_002958295.1,Caudovirales,Podoviridae,Rosenblumvirus,Staphylococcus virus phiAGO13,2020-05-15T16:02:01.807Z
GCF_002958235.1,Caudovirales,Siphoviridae,Maenadvirus,Lactobacillus virus Satyr,2020-05-15T16:01:53.837Z
GCF_002958225.1,Caudovirales,Autographiviridae,Eracentumvirus,Erwinia virus S2,2020-05-15T16:01:46.610Z
GCF_002958125.1,Caudovirales,Siphoviridae,Oengusvirus,Faecalibacterium virus Oengus,2020-05-15T16:01:39.060Z
GCF_002958115.1,Caudovirales,Myoviridae,Toutatisvirus,Faecalibacterium virus Toutatis,2020-05-15T16:01:31.543Z
GCF_002958105.1,Caudovirales,Myoviridae,Taranisvirus,Faecalibacterium virus Taranis,2020-05-15T16:01:23.480Z
GCF_002958095.1,Caudovirales,Myoviridae,Mushuvirus,Faecalibacterium virus Mushu,2020-05-15T16:01:15.727Z
GCF_002958085.1,Caudovirales,Siphoviridae,Lughvirus,Faecalibacterium virus Lugh,2020-05-15T16:01:08.113Z
GCF_002958075.1,Caudovirales,Myoviridae,Lagaffevirus,Faecalibacterium virus Lagaffe,2020-05-15T16:01:00.597Z
GCF_002958065.1,Caudovirales,Myoviridae,Eponavirus,Faecalibacterium virus Epona,2020-05-15T16:00:54.023Z
GCF_002958055.1,Caudovirales,Myoviridae,Brigitvirus,Faecalibacterium virus Brigit,2020-05-15T16:00:45.620Z
GCF_002957955.1,Caudovirales,Autographiviridae,Przondovirus,Klebsiella virus SHKp152410,2020-05-15T16:00:36.883Z
GCF_002957775.1,Caudovirales,Drexlerviridae,Webervirus,Klebsiella virus KpCol1,2020-05-15T16:00:28.577Z
GCF_002957585.1,Caudovirales,Siphoviridae,Rowavirus,Streptomyces virus Rowa,2020-05-15T16:00:20.027Z
GCF_002957565.1,Caudovirales,Siphoviridae,Attoomivirus,Streptomyces virus Attoomi,2020-05-15T16:00:09.583Z
GCF_002957555.1,Caudovirales,Siphoviridae,Abbeymikolonvirus,Streptomyces virus AbbeyMikolon,2020-05-15T16:00:00.620Z
GCF_002957545.1,Caudovirales,Autographiviridae,Trungvirus,Vibrio virus VEN,2020-05-15T15:59:52.443Z
GCF_002957525.1,Caudovirales,Siphoviridae,Maxrubnervirus,Pseudomonas virus PMBT3,2020-05-15T15:59:44.033Z
GCF_002957485.1,Caudovirales,Ackermannviridae,Taipeivirus,Klebsiella virus Menlow,2020-05-15T15:59:33.690Z
GCF_002957475.1,Caudovirales,Ackermannviridae,Taipeivirus,Klebsiella virus May,2020-05-15T15:59:24.583Z
GCF_002957385.1,Caudovirales,Autographiviridae,Vectrevirus,Escherichia virus VEc3,2020-05-15T15:59:16.960Z
GCF_002957345.1,Caudovirales,Drexlerviridae,Tlsvirus,Salmonella virus YSP2,2020-05-15T15:59:09.417Z
